split,folder,image,folder_frames_in_source
train,八德_NFH-1236_FILE-250317-083110-000050_2025-03-17-08-31-10_processed (1),frame_000915.png,101
train,八德_NFH-1236_FILE-250317-083110-000050_2025-03-17-08-31-10_processed (1),frame_000920.png,101
train,八德_NFH-1236_FILE-250317-083110-000050_2025-03-17-08-31-10_processed (1),frame_000925.png,101
train,八德_NFH-1236_FILE-250317-083110-000050_2025-03-17-08-31-10_processed (1),frame_000930.png,101
train,八德_NFH-1236_FILE-250317-083110-000050_2025-03-17-08-31-10_processed (1),frame_000935.png,101
train,八德_NFH-1236_FILE-250317-083110-000050_2025-03-17-08-31-10_processed (1),frame_000940.png,101
train,八德_NFH-1236_FILE-250317-083110-000050_2025-03-17-08-31-10_processed (1),frame_000945.png,101
train,八德_NFH-1236_FILE-250317-083110-000050_2025-03-17-08-31-10_processed (1),frame_000950.png,101
train,八德_NFH-1236_FILE-250317-083110-000050_2025-03-17-08-31-10_processed (1),frame_000955.png,101
train,八德_NFH-1236_FILE-250317-083110-000050_2025-03-17-08-31-10_processed (1),frame_000960.png,101
train,大園_大園區中隊AI_processed,frame_000331.png,5
train,大園_大園區中隊AI_processed,frame_000333.png,5
train,大園_大園區中隊AI_processed,frame_000335.png,5
train,大溪_1140211(杯蓋)_processed,frame_000567.png,245
train,大溪_1140211(杯蓋)_processed,frame_000572.png,245
train,大溪_1140211(杯蓋)_processed,frame_000577.png,245
train,大溪_1140211(杯蓋)_processed,frame_000582.png,245
train,大溪_1140211(杯蓋)_processed,frame_000587.png,245
train,大溪_1140211(杯蓋)_processed,frame_000592.png,245
train,大溪_1140211(杯蓋)_processed,frame_000597.png,245
train,大溪_1140211(杯蓋)_processed,frame_000602.png,245
train,大溪_1140211(杯蓋)_processed,frame_000607.png,245
train,大溪_1140211(杯蓋)_processed,frame_000612.png,245
train,大溪_1140211(杯蓋)_processed,frame_000617.png,245
train,大溪_1140211(杯蓋)_processed,frame_000622.png,245
train,大溪_1140211(杯蓋)_processed,frame_000627.png,245
train,大溪_1140211(杯蓋)_processed,frame_000632.png,245
train,大溪_1140211(杯蓋)_processed,frame_000637.png,245
train,大溪_1140211(杯蓋)_processed,frame_000642.png,245
train,大溪_1140211(杯蓋)_processed,frame_000647.png,245
train,大溪_1140211(杯蓋)_processed,frame_000652.png,245
train,大溪_1140211(杯蓋)_processed,frame_000657.png,245
train,大溪_1140211(杯蓋)_processed,frame_000662.png,245
train,大溪_1140211(杯蓋)_processed,frame_000667.png,245
train,大溪_1140211(杯蓋)_processed,frame_000672.png,245
train,大溪_1140211(杯蓋)_processed,frame_000677.png,245
train,大溪_1140211(杯蓋)_processed,frame_000682.png,245
train,大溪_1140211(杯蓋)_processed,frame_000687.png,245
train,大溪_1140211(杯蓋)_processed,frame_000691.png,245
train,大溪_1140211(杯蓋)_processed,frame_000696.png,245
train,大溪_1140211(杯蓋)_processed,frame_000701.png,245
train,大溪_1140211(杯蓋)_processed,frame_000706.png,245
train,大溪_1140211(杯蓋)_processed,frame_000711.png,245
train,大溪_1140211(杯蓋)_processed,frame_000716.png,245
train,大溪_1140211(杯蓋)_processed,frame_000721.png,245
train,大溪_1140211(杯蓋)_processed,frame_000726.png,245
train,大溪_1140211(杯蓋)_processed,frame_000731.png,245
train,大溪_1140211(杯蓋)_processed,frame_000736.png,245
train,大溪_1140211(杯蓋)_processed,frame_000741.png,245
train,大溪_1140211(杯蓋)_processed,frame_000746.png,245
train,大溪_1140211(杯蓋)_processed,frame_000751.png,245
train,大溪_1140211(杯蓋)_processed,frame_000756.png,245
train,大溪_1140211(杯蓋)_processed,frame_000761.png,245
train,大溪_1140211(杯蓋)_processed,frame_000766.png,245
train,大溪_1140211(杯蓋)_processed,frame_000771.png,245
train,大溪_1140211(杯蓋)_processed,frame_000776.png,245
train,大溪_1140211(杯蓋)_processed,frame_000781.png,245
train,大溪_1140211(杯蓋)_processed,frame_000786.png,245
train,大溪_1140211(杯蓋)_processed,frame_000791.png,245
train,大溪_1140211(杯蓋)_processed,frame_000796.png,245
train,大溪_1140211(杯蓋)_processed,frame_000801.png,245
train,大溪_1140211(杯蓋)_processed,frame_000806.png,245
train,大溪_1140211(杯蓋)_processed,frame_000811.png,245
train,大溪_1140318--紙屑_processed,frame_000191.png,703
train,大溪_1140318--紙屑_processed,frame_000196.png,703
train,大溪_1140318--紙屑_processed,frame_000201.png,703
train,大溪_1140318--紙屑_processed,frame_000206.png,703
train,大溪_1140318--紙屑_processed,frame_000211.png,703
train,大溪_1140318--紙屑_processed,frame_000216.png,703
train,大溪_1140318--紙屑_processed,frame_000220.png,703
train,大溪_1140318--紙屑_processed,frame_000225.png,703
train,大溪_1140318--紙屑_processed,frame_000230.png,703
train,大溪_1140318--紙屑_processed,frame_000235.png,703
train,大溪_1140318--紙屑_processed,frame_000240.png,703
train,大溪_1140318--紙屑_processed,frame_000245.png,703
train,大溪_1140318--紙屑_processed,frame_000250.png,703
train,大溪_1140318--紙屑_processed,frame_000255.png,703
train,大溪_1140318--紙屑_processed,frame_000260.png,703
train,大溪_1140318--紙屑_processed,frame_000265.png,703
train,大溪_1140318--紙屑_processed,frame_000270.png,703
train,大溪_1140318--紙屑_processed,frame_000274.png,703
train,大溪_1140318--紙屑_processed,frame_000279.png,703
train,大溪_1140318--紙屑_processed,frame_000284.png,703
train,大溪_1140318--紙屑_processed,frame_000289.png,703
train,大溪_1140318--紙屑_processed,frame_000294.png,703
train,大溪_1140318--紙屑_processed,frame_000299.png,703
train,大溪_1140318--紙屑_processed,frame_000304.png,703
train,大溪_1140318--紙屑_processed,frame_000309.png,703
train,大溪_1140318--紙屑_processed,frame_000314.png,703
train,大溪_1140318--紙屑_processed,frame_000319.png,703
train,大溪_1140318--紙屑_processed,frame_000324.png,703
train,大溪_1140318--紙屑_processed,frame_000328.png,703
train,大溪_1140318--紙屑_processed,frame_000333.png,703
train,大溪_1140318--紙屑_processed,frame_000338.png,703
train,大溪_1140318--紙屑_processed,frame_000343.png,703
train,大溪_1140318--紙屑_processed,frame_000348.png,703
train,大溪_1140318--紙屑_processed,frame_000353.png,703
train,大溪_1140318--紙屑_processed,frame_000358.png,703
train,大溪_1140318--紙屑_processed,frame_000363.png,703
train,大溪_1140318--紙屑_processed,frame_000368.png,703
train,大溪_1140318--紙屑_processed,frame_000373.png,703
train,大溪_1140318--紙屑_processed,frame_000378.png,703
train,大溪_1140318--紙屑_processed,frame_000382.png,703
train,大溪_1140318--紙屑_processed,frame_000387.png,703
train,大溪_1140318--紙屑_processed,frame_000392.png,703
train,大溪_1140318--紙屑_processed,frame_000397.png,703
train,大溪_1140318--紙屑_processed,frame_000402.png,703
train,大溪_1140318--紙屑_processed,frame_000407.png,703
train,大溪_1140318--紙屑_processed,frame_000412.png,703
train,大溪_1140318--紙屑_processed,frame_000417.png,703
train,大溪_1140318--紙屑_processed,frame_000422.png,703
train,大溪_1140318--紙屑_processed,frame_000427.png,703
train,大溪_1140318--紙屑_processed,frame_000432.png,703
train,大溪_1140318--紙屑_processed,frame_000436.png,703
train,大溪_1140318--紙屑_processed,frame_000441.png,703
train,大溪_1140318--紙屑_processed,frame_000446.png,703
train,大溪_1140318--紙屑_processed,frame_000451.png,703
train,大溪_1140318--紙屑_processed,frame_000456.png,703
train,大溪_1140318--紙屑_processed,frame_000461.png,703
train,大溪_1140318--紙屑_processed,frame_000466.png,703
train,大溪_1140318--紙屑_processed,frame_000471.png,703
train,大溪_1140318--紙屑_processed,frame_000476.png,703
train,大溪_1140318--紙屑_processed,frame_000481.png,703
train,大溪_1140318--紙屑_processed,frame_000486.png,703
train,大溪_1140318--紙屑_processed,frame_000490.png,703
train,大溪_1140318--紙屑_processed,frame_000495.png,703
train,大溪_1140318--紙屑_processed,frame_000500.png,703
train,大溪_1140318--紙屑_processed,frame_000505.png,703
train,大溪_1140318--紙屑_processed,frame_000510.png,703
train,大溪_1140318--紙屑_processed,frame_000515.png,703
train,大溪_1140318--紙屑_processed,frame_000520.png,703
train,大溪_1140318--紙屑_processed,frame_000525.png,703
train,大溪_1140318--紙屑_processed,frame_000530.png,703
train,大溪_1140318--紙屑_processed,frame_000535.png,703
train,大溪_1140318--紙屑_processed,frame_000540.png,703
train,大溪_1140318--紙屑_processed,frame_000544.png,703
train,大溪_1140318--紙屑_processed,frame_000549.png,703
train,大溪_1140318--紙屑_processed,frame_000554.png,703
train,大溪_1140318--紙屑_processed,frame_000559.png,703
train,大溪_1140318--紙屑_processed,frame_000564.png,703
train,大溪_1140318--紙屑_processed,frame_000569.png,703
train,大溪_1140318--紙屑_processed,frame_000574.png,703
train,大溪_1140318--紙屑_processed,frame_000579.png,703
train,大溪_1140318--紙屑_processed,frame_000584.png,703
train,大溪_1140318--紙屑_processed,frame_000589.png,703
train,大溪_1140318--紙屑_processed,frame_000594.png,703
train,大溪_1140318--紙屑_processed,frame_000598.png,703
train,大溪_1140318--紙屑_processed,frame_000603.png,703
train,大溪_1140318--紙屑_processed,frame_000608.png,703
train,大溪_1140318--紙屑_processed,frame_000613.png,703
train,大溪_1140318--紙屑_processed,frame_000618.png,703
train,大溪_1140318--紙屑_processed,frame_000623.png,703
train,大溪_1140318--紙屑_processed,frame_000628.png,703
train,大溪_1140318--紙屑_processed,frame_000633.png,703
train,大溪_1140318--紙屑_processed,frame_000638.png,703
train,大溪_1140318--紙屑_processed,frame_000643.png,703
train,大溪_1140318--紙屑_processed,frame_000648.png,703
train,大溪_1140318--紙屑_processed,frame_000652.png,703
train,大溪_1140318--紙屑_processed,frame_000657.png,703
train,大溪_1140318--紙屑_processed,frame_000662.png,703
train,大溪_1140318--紙屑_processed,frame_000667.png,703
train,大溪_1140318--紙屑_processed,frame_000672.png,703
train,大溪_1140318--紙屑_processed,frame_000677.png,703
train,大溪_1140318--紙屑_processed,frame_000682.png,703
train,大溪_1140318--紙屑_processed,frame_000687.png,703
train,大溪_1140318--紙屑_processed,frame_000692.png,703
train,大溪_1140318--紙屑_processed,frame_000697.png,703
train,大溪_1140318--紙屑_processed,frame_000702.png,703
train,大溪_1140318--紙屑_processed,frame_000706.png,703
train,大溪_1140318--紙屑_processed,frame_000711.png,703
train,大溪_1140318--紙屑_processed,frame_000716.png,703
train,大溪_1140318--紙屑_processed,frame_000721.png,703
train,大溪_1140318--紙屑_processed,frame_000726.png,703
train,大溪_1140318--紙屑_processed,frame_000731.png,703
train,大溪_1140318--紙屑_processed,frame_000736.png,703
train,大溪_1140318--紙屑_processed,frame_000741.png,703
train,大溪_1140318--紙屑_processed,frame_000746.png,703
train,大溪_1140318--紙屑_processed,frame_000751.png,703
train,大溪_1140318--紙屑_processed,frame_000756.png,703
train,大溪_1140318--紙屑_processed,frame_000760.png,703
train,大溪_1140318--紙屑_processed,frame_000765.png,703
train,大溪_1140318--紙屑_processed,frame_000770.png,703
train,大溪_1140318--紙屑_processed,frame_000775.png,703
train,大溪_1140318--紙屑_processed,frame_000780.png,703
train,大溪_1140318--紙屑_processed,frame_000785.png,703
train,大溪_1140318--紙屑_processed,frame_000790.png,703
train,大溪_1140318--紙屑_processed,frame_000795.png,703
train,大溪_1140318--紙屑_processed,frame_000800.png,703
train,大溪_1140318--紙屑_processed,frame_000805.png,703
train,大溪_1140318--紙屑_processed,frame_000810.png,703
train,大溪_1140318--紙屑_processed,frame_000814.png,703
train,大溪_1140318--紙屑_processed,frame_000819.png,703
train,大溪_1140318--紙屑_processed,frame_000824.png,703
train,大溪_1140318--紙屑_processed,frame_000829.png,703
train,大溪_1140318--紙屑_processed,frame_000834.png,703
train,大溪_1140318--紙屑_processed,frame_000839.png,703
train,大溪_1140318--紙屑_processed,frame_000844.png,703
train,大溪_1140318--紙屑_processed,frame_000849.png,703
train,大溪_1140318--紙屑_processed,frame_000854.png,703
train,大溪_1140318--紙屑_processed,frame_000859.png,703
train,大溪_1140318--紙屑_processed,frame_000864.png,703
train,大溪_1140318--紙屑_processed,frame_000868.png,703
train,大溪_1140318--紙屑_processed,frame_000873.png,703
train,大溪_1140318--紙屑_processed,frame_000878.png,703
train,大溪_1140318--紙屑_processed,frame_000883.png,703
train,大溪_1140318--紙屑_processed,frame_000888.png,703
train,大溪_1140318--紙屑_processed,frame_000893.png,703
train,大溪_1140416-ch055_飲料杯_processed (1),frame_000323.png,21
train,大溪_1140416-ch055_飲料杯_processed (1),frame_000330.png,21
train,大溪_1140416-ch055_飲料杯_processed (1),frame_000336.png,21
train,大溪_1140416-ch055_飲料杯_processed (1),frame_000491.png,21
train,大溪_1140416-ch056_飲料杯_processed,frame_000755.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000760.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000765.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000770.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000775.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000780.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000785.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000790.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000795.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000800.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000805.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000810.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000815.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000820.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000825.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000830.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000835.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000841.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000846.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000851.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000856.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000861.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000866.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000871.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000876.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000881.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000886.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000891.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000896.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000901.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000906.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000911.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000916.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000921.png,172
train,大溪_1140416-ch056_飲料杯_processed,frame_000926.png,172
train,大溪_20250518140123-寶特瓶_processed,frame_000581.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000586.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000591.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000596.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000601.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000606.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000611.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000616.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000621.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000626.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000631.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000636.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000641.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000646.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000651.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000656.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000661.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000666.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000671.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000676.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000681.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000686.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000691.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000696.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000701.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000706.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000711.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000716.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000721.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000726.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000731.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000735.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000740.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000745.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000750.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000755.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000760.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000765.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000770.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000775.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000780.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000785.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000790.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000795.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000800.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000805.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000810.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000815.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000820.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000825.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000830.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000835.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000840.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000845.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000850.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000855.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000860.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000865.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000870.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000875.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000880.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000885.png,310
train,大溪_20250518140123-寶特瓶_processed,frame_000890.png,310
train,大溪_20250528131554-瓶子 (1)_processed,frame_000589.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000594.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000599.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000604.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000609.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000614.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000619.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000624.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000629.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000634.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000639.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000644.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000649.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000654.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000659.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000664.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000669.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000674.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000679.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000684.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000689.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000694.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000699.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000704.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000709.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000714.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000719.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000724.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000729.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000734.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000739.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000743.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000748.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000753.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000758.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000763.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000768.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000773.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000778.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000783.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000788.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000793.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000798.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000803.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000808.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000813.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000818.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000823.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000828.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000833.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000838.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000843.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000848.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000853.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000858.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000863.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000868.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000873.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000878.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000883.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000888.png,305
train,大溪_20250528131554-瓶子 (1)_processed,frame_000893.png,305
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000068.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000073.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000078.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000083.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000088.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000093.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000097.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000102.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000107.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000112.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000117.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000122.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000127.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000132.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000137.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000142.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000147.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000151.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000156.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000161.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000166.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000171.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000176.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000181.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000186.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000191.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000196.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000201.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000206.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000210.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000215.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000220.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000225.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000230.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000235.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000240.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000245.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000250.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000255.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000260.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000264.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000269.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000274.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000279.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000284.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000289.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000294.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000299.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000304.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000309.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000314.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000318.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000323.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000328.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000333.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000338.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000343.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000348.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000353.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000358.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000363.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000368.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000372.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000377.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000382.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000387.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000392.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000397.png,831
train,大溪_ch055_20250702105801-垃圾包_processed,frame_000402.png,831
